Startdatum,Starttid,Slutdatum,Sluttid,Subject,Description,Location,Private
2024-12-05,08:15,2024-12-05,10:00,TDDE24 Laboration (SU14),Information till student: <br/>Lokal: SU14<br/>Studentgrupp: U1<br/>Fria grupper: Grupp 63<br/>Lärare: ,,True
2024-12-05,13:15,2024-12-05,15:00,TDDE25 Redovisning (SU02),"Information till student: <br/>Lokal: SU02<br/>Studentgrupp: D1,U1<br/>Fria grupper: Storgrupp 3<br/>Lärare: Thea Antonson",,True
2024-12-05,13:15,2024-12-05,15:00,TDDE25 Redovisning (SU03),"Information till student: <br/>Lokal: SU03<br/>Studentgrupp: D1,U1<br/>Fria grupper: Storgrupp 4<br/>Lärare: Erik Avedal Holmsten",,True
2024-12-05,13:15,2024-12-05,15:00,TDDE25 Redovisning (SU12),Information till student: <br/>Lokal: SU12<br/>Studentgrupp: U1<br/>Fria grupper: Storgrupp 5<br/>Lärare: Arthur Junior Nordström,,True
2024-12-06,10:15,2024-12-06,12:00,TDDD70 Föreläsning ⓘ (C2),"Information till student: Presentationsteknik<br/>Lokal: C2<br/>Studentgrupp: D1,U1<br/>Fria grupper: <br/>Lärare: Aseel Berglund,Emelie Forsberg",,True
2024-12-06,13:15,2024-12-06,17:00,TDDE24 Redovisning ⓘ (SU00),"Information till student: Enbart redovisning. Deadline labb 6.  Andra labbar hanteras i mån av tid.<br/>Lokal: SU00<br/>Studentgrupp: U1<br/>Fria grupper: Grupp 60,Grupp 61<br/>Lärare: ",,True
2024-12-06,13:15,2024-12-06,17:00,TDDE24 Redovisning ⓘ (SU01),"Information till student: Enbart redovisning. Deadline labb 6.  Andra labbar hanteras i mån av tid.<br/>Lokal: SU01<br/>Studentgrupp: U1<br/>Fria grupper: Grupp 62,Grupp 63<br/>Lärare: ",,True
2024-12-09,08:15,2024-12-09,10:00,"TDDD72,TDDD88 Föreläsning (A2)","Information till student: <br/>Lokal: A2<br/>Studentgrupp: D3,MAT3,U1<br/>Fria grupper: <br/>Lärare: Andrzej Szalas",,True
2024-12-09,10:15,2024-12-09,12:00,"TDDD70 Obligatoriskt moment,Seminarium ⓘ (R18)",Information till student: Presentationsteknik - oförberedd övning. Obligatorisk närvaro. Se kurssida för mer info<br/>Lokal: R18<br/>Studentgrupp: U1.a<br/>Fria grupper: <br/>Lärare: Britta Önnegren,,True
2024-12-09,10:15,2024-12-09,12:00,"TDDD70 Obligatoriskt moment,Seminarium ⓘ (R19)",Information till student: Presentationsteknik - oförberedd övning. Obligatorisk närvaro. Se kurssida för mer info<br/>Lokal: R19<br/>Studentgrupp: U1.a<br/>Fria grupper: <br/>Lärare: Karin Joelsson,,True
2024-12-09,13:15,2024-12-09,15:00,TDDE24 Föreläsning ⓘ (C4),"Information till student: Gemensam föreläsning:  Presentation av tentainfo + möjlighet till frågor<br/>Lokal: C4<br/>Studentgrupp: D1,U1<br/>Fria grupper: <br/>Lärare: Jonas Kvarnström",,True
2024-12-09,15:15,2024-12-09,19:00,TDDE25 Laboration (SU15/16),"Information till student: <br/>Lokal: SU15/16<br/>Studentgrupp: D1,U1<br/>Fria grupper: Storgrupp 3<br/>Lärare: Thea Antonson",,True
2024-12-09,15:15,2024-12-09,19:00,TDDE25 Laboration (SU17/18),"Information till student: <br/>Lokal: SU17/18<br/>Studentgrupp: D1,U1<br/>Fria grupper: Storgrupp 4<br/>Lärare: Erik Avedal Holmsten",,True
2024-12-09,15:15,2024-12-09,19:00,"TDDE25 Laboration (SU24,SU25)","Information till student: <br/>Lokal: SU24,SU25<br/>Studentgrupp: U1<br/>Fria grupper: Storgrupp 5<br/>Lärare: Arthur Junior Nordström",,True
2024-12-10,10:15,2024-12-10,12:00,TDDD72 Lektion (A38),"Information till student: <br/>Lokal: A38<br/>Studentgrupp: MAT3,U1<br/>Fria grupper: <br/>Lärare: Anders Märak Leffler",,True
2024-12-10,10:15,2024-12-10,12:00,"TDDD72,TDDD88 Lektion (A31)","Information till student: <br/>Lokal: A31<br/>Studentgrupp: D3,MAT3,U1<br/>Fria grupper: <br/>Lärare: Johannes Klaus Fichte",,True
2024-12-10,13:15,2024-12-10,17:00,"TDDD70,TDDD84,TDDD91 Obligatoriskt moment,Seminarium ⓘ (KG21)","Information till student: Dialogseminarium: obligatorisk närvaro - U05<br/>Lokal: KG21<br/>Studentgrupp: U1,U2,U3<br/>Fria grupper: <br/>Lärare: Helena Orädd",,True
2024-12-10,13:15,2024-12-10,17:00,"TDDD70,TDDD84,TDDD91 Obligatoriskt moment,Seminarium ⓘ (KG22)","Information till student: Dialogseminarium: obligatorisk närvaro - U14<br/>Lokal: KG22<br/>Studentgrupp: U1,U2,U3<br/>Fria grupper: <br/>Lärare: Aseel Berglund",,True
2024-12-10,17:15,2024-12-10,19:00,TDDE24 Laboration (SU00),Information till student: <br/>Lokal: SU00<br/>Studentgrupp: U1<br/>Fria grupper: Grupp 60<br/>Lärare: ,,True
2024-12-10,17:15,2024-12-10,19:00,TDDE24 Laboration (SU01),Information till student: <br/>Lokal: SU01<br/>Studentgrupp: U1<br/>Fria grupper: Grupp 61<br/>Lärare: ,,True
2024-12-10,17:15,2024-12-10,19:00,TDDE24 Laboration (SU02),Information till student: <br/>Lokal: SU02<br/>Studentgrupp: U1<br/>Fria grupper: Grupp 62<br/>Lärare: ,,True
2024-12-10,17:15,2024-12-10,19:00,TDDE24 Laboration (SU03),Information till student: <br/>Lokal: SU03<br/>Studentgrupp: U1<br/>Fria grupper: Grupp 63<br/>Lärare: ,,True
2024-12-11,08:15,2024-12-11,10:00,"TDDD72,TDDD88 Föreläsning (C4)","Information till student: <br/>Lokal: C4<br/>Studentgrupp: D3,MAT3,U1<br/>Fria grupper: <br/>Lärare: Johannes Klaus Fichte",,True
2024-12-11,13:15,2024-12-11,17:00,"TDDD70,TDDD84,TDDD91 Obligatoriskt moment,Seminarium ⓘ (AG24)","Information till student: Dialogseminarium: obligatorisk närvaro - U07<br/>Lokal: AG24<br/>Studentgrupp: U1,U2,U3<br/>Fria grupper: <br/>Lärare: August Ernstsson",,True
2024-12-11,13:15,2024-12-11,17:00,"TDDD70,TDDD84,TDDD91 Obligatoriskt moment,Seminarium ⓘ (KG42)","Information till student: Dialogseminarium: obligatorisk närvaro - U02<br/>Lokal: KG42<br/>Studentgrupp: U1,U2,U3<br/>Fria grupper: <br/>Lärare: Peter Dalenius",,True
2024-12-11,13:15,2024-12-11,17:00,"TDDD70,TDDD84,TDDD91 Obligatoriskt moment,Seminarium ⓘ (KG43)","Information till student: Dialogseminarium: obligatorisk närvaro - U12<br/>Lokal: KG43<br/>Studentgrupp: U1,U2,U3<br/>Fria grupper: <br/>Lärare: Helena Orädd",,True
2024-12-11,13:15,2024-12-11,17:00,"TDDD70,TDDD84,TDDD91 Obligatoriskt moment,Seminarium ⓘ (KG44)","Information till student: Dialogseminarium: obligatorisk närvaro - U04<br/>Lokal: KG44<br/>Studentgrupp: U1,U2,U3<br/>Fria grupper: <br/>Lärare: Anders Fröberg",,True
2024-12-11,13:15,2024-12-11,17:00,"TDDD70,TDDD84,TDDD91 Obligatoriskt moment,Seminarium ⓘ (KG45)","Information till student: Dialogseminarium: obligatorisk närvaro - U01<br/>Lokal: KG45<br/>Studentgrupp: U1,U2,U3<br/>Fria grupper: <br/>Lärare: Emil Wiman",,True
2024-12-11,13:15,2024-12-11,17:00,"TDDD70,TDDD84,TDDD91 Obligatoriskt moment,Seminarium ⓘ (KG47)","Information till student: Dialogseminarium: obligatorisk närvaro - U13<br/>Lokal: KG47<br/>Studentgrupp: U1,U2,U3<br/>Fria grupper: <br/>Lärare: Kristina Boström",,True
2024-12-11,17:15,2024-12-11,19:00,TDDD72 Lektion (A32),"Information till student: <br/>Lokal: A32<br/>Studentgrupp: MAT3,U1<br/>Fria grupper: <br/>Lärare: Anders Märak Leffler",,True
2024-12-11,17:15,2024-12-11,19:00,"TDDD72,TDDD88 Lektion (A31)","Information till student: <br/>Lokal: A31<br/>Studentgrupp: D3,MAT3,U1<br/>Fria grupper: <br/>Lärare: Johannes Klaus Fichte",,True
2024-12-12,08:15,2024-12-12,12:00,TDDE24 Redovisning ⓘ (SU11),"Information till student: Enbart redovisning. Deadline labb 7.  Andra labbar hanteras i mån av tid.<br/>Lokal: SU11<br/>Studentgrupp: U1<br/>Fria grupper: Grupp 60,Grupp 61<br/>Lärare: ",,True
2024-12-12,08:15,2024-12-12,12:00,TDDE24 Redovisning ⓘ (SU12),"Information till student: Enbart redovisning. Deadline labb 7.  Andra labbar hanteras i mån av tid.<br/>Lokal: SU12<br/>Studentgrupp: U1<br/>Fria grupper: Grupp 62,Grupp 63<br/>Lärare: ",,True
2024-12-12,17:15,2024-12-12,21:00,TDDE25 Laboration (SU15/16),"Information till student: <br/>Lokal: SU15/16<br/>Studentgrupp: D1,U1<br/>Fria grupper: Storgrupp 3<br/>Lärare: Thea Antonson",,True
2024-12-12,17:15,2024-12-12,21:00,TDDE25 Laboration (SU17/18),"Information till student: <br/>Lokal: SU17/18<br/>Studentgrupp: D1,U1<br/>Fria grupper: Storgrupp 4<br/>Lärare: Erik Avedal Holmsten",,True
2024-12-12,17:15,2024-12-12,21:00,"TDDE25 Laboration (SU24,SU25)","Information till student: <br/>Lokal: SU24,SU25<br/>Studentgrupp: U1<br/>Fria grupper: Storgrupp 5<br/>Lärare: Arthur Junior Nordström",,True
2024-12-13,08:15,2024-12-13,10:00,TDDD72 Föreläsning (C2),"Information till student: <br/>Lokal: C2<br/>Studentgrupp: MAT3,U1<br/>Fria grupper: <br/>Lärare: Johannes Klaus Fichte",,True
2024-12-13,10:15,2024-12-13,12:00,TDDE24 Seminarium (R43),"Information till student: <br/>Lokal: R43<br/>Studentgrupp: D1,U1<br/>Fria grupper: Grupp S1<br/>Lärare: ",,True
2024-12-13,10:15,2024-12-13,12:00,TDDE24 Seminarium (U15),"Information till student: <br/>Lokal: U15<br/>Studentgrupp: D1,U1<br/>Fria grupper: Grupp S2<br/>Lärare: ",,True
2024-12-13,10:15,2024-12-13,12:00,TDDE24 Seminarium (U4),"Information till student: <br/>Lokal: U4<br/>Studentgrupp: D1,U1<br/>Fria grupper: Grupp S5<br/>Lärare: ",,True
2024-12-13,10:15,2024-12-13,12:00,TDDE24 Seminarium (U6),"Information till student: <br/>Lokal: U6<br/>Studentgrupp: D1,U1<br/>Fria grupper: Grupp S3<br/>Lärare: ",,True
2024-12-13,10:15,2024-12-13,12:00,TDDE24 Seminarium (U7),"Information till student: <br/>Lokal: U7<br/>Studentgrupp: D1,U1<br/>Fria grupper: Grupp S4<br/>Lärare: ",,True
2024-12-13,13:15,2024-12-13,15:00,TDDE25 Redovisning (SU02),"Information till student: <br/>Lokal: SU02<br/>Studentgrupp: D1,U1<br/>Fria grupper: Storgrupp 3<br/>Lärare: Thea Antonson",,True
2024-12-13,13:15,2024-12-13,15:00,TDDE25 Redovisning (SU03),"Information till student: <br/>Lokal: SU03<br/>Studentgrupp: D1,U1<br/>Fria grupper: Storgrupp 4<br/>Lärare: Erik Avedal Holmsten",,True
2024-12-13,13:15,2024-12-13,15:00,TDDE25 Redovisning (SU04),Information till student: <br/>Lokal: SU04<br/>Studentgrupp: U1<br/>Fria grupper: Storgrupp 5<br/>Lärare: Arthur Junior Nordström,,True
2024-12-13,15:15,2024-12-13,17:00,TDDE24 Laboration (SU10),Information till student: <br/>Lokal: SU10<br/>Studentgrupp: U1<br/>Fria grupper: Grupp 60<br/>Lärare: ,,True
2024-12-13,15:15,2024-12-13,17:00,TDDE24 Laboration (SU11),Information till student: <br/>Lokal: SU11<br/>Studentgrupp: U1<br/>Fria grupper: Grupp 61<br/>Lärare: ,,True
2024-12-13,15:15,2024-12-13,17:00,TDDE24 Laboration (SU12),Information till student: <br/>Lokal: SU12<br/>Studentgrupp: U1<br/>Fria grupper: Grupp 62<br/>Lärare: ,,True
2024-12-13,15:15,2024-12-13,17:00,TDDE24 Laboration (SU13),Information till student: <br/>Lokal: SU13<br/>Studentgrupp: U1<br/>Fria grupper: Grupp 63<br/>Lärare: ,,True
2024-12-16,08:15,2024-12-16,12:00,"TDDD70 Obligatoriskt moment,Seminarium ⓘ (R18)","Information till student: Projektpresentation. Obligatorisk närvaro<br/>Lokal: R18<br/>Studentgrupp: D1,U1<br/>Fria grupper: <br/>Lärare: Karin Joelsson",,True
2024-12-16,08:15,2024-12-16,12:00,"TDDD70 Obligatoriskt moment,Seminarium ⓘ (R19)","Information till student: Projektpresentation. Obligatorisk närvaro<br/>Lokal: R19<br/>Studentgrupp: D1,U1<br/>Fria grupper: <br/>Lärare: Britta Önnegren",,True
2024-12-16,08:15,2024-12-16,12:00,"TDDD70 Obligatoriskt moment,Seminarium ⓘ (R22)","Information till student: Projektpresentation. Obligatorisk närvaro - Lärare: Emelie Forsberg<br/>Lokal: R22<br/>Studentgrupp: D1,U1<br/>Fria grupper: <br/>Lärare: Emelie Forsberg",,True
2024-12-16,08:15,2024-12-16,12:00,"TDDD70 Obligatoriskt moment,Seminarium ⓘ (R23)","Information till student: Projektpresentation. Obligatorisk närvaro<br/>Lokal: R23<br/>Studentgrupp: D1,U1<br/>Fria grupper: <br/>Lärare: Per-Olof Remnesjö",,True
2024-12-16,08:15,2024-12-16,12:00,"TDDD70 Obligatoriskt moment,Seminarium ⓘ (R26)","Information till student: Projektpresentation. Obligatorisk närvaro<br/>Lokal: R26<br/>Studentgrupp: D1,U1<br/>Fria grupper: <br/>Lärare: Birgitte Saxtrup Hermansson",,True
2024-12-16,13:15,2024-12-16,17:00,TDDE24 Redovisning ⓘ (SU10),"Information till student: Enbart redovisning. Deadline labb 8A-B-C.  Andra labbar hanteras i mån av tid.<br/>Lokal: SU10<br/>Studentgrupp: U1<br/>Fria grupper: Grupp 60,Grupp 61<br/>Lärare: ",,True
2024-12-16,13:15,2024-12-16,17:00,TDDE24 Redovisning ⓘ (SU11),"Information till student: Enbart redovisning. Deadline labb 8A-B-C.  Andra labbar hanteras i mån av tid.<br/>Lokal: SU11<br/>Studentgrupp: U1<br/>Fria grupper: Grupp 62,Grupp 63<br/>Lärare: ",,True
2024-12-17,08:15,2024-12-17,12:00,"TDDE25 Laboration (Asgård,Egypten)","Information till student: <br/>Lokal: Asgård,Egypten<br/>Studentgrupp: D1,U1<br/>Fria grupper: Storgrupp 4<br/>Lärare: Erik Avedal Holmsten",,True
2024-12-17,08:15,2024-12-17,12:00,"TDDE25 Laboration (Boren,Roxen)","Information till student: <br/>Lokal: Boren,Roxen<br/>Studentgrupp: U1<br/>Fria grupper: Storgrupp 5<br/>Lärare: Arthur Junior Nordström",,True
2024-12-17,08:15,2024-12-17,12:00,"TDDE25 Laboration (SU11,SU12)","Information till student: <br/>Lokal: SU11,SU12<br/>Studentgrupp: D1,U1<br/>Fria grupper: Storgrupp 3<br/>Lärare: Thea Antonson",,True
2024-12-17,13:15,2024-12-17,17:00,"TDDD70,TDDD84,TDDD91 Obligatoriskt moment,Seminarium ⓘ (KG21)","Information till student: Dialogseminarium: obligatorisk närvaro - U03<br/>Lokal: KG21<br/>Studentgrupp: U1,U2,U3<br/>Fria grupper: <br/>Lärare: Ahmed Rezine",,True
2024-12-17,13:15,2024-12-17,17:00,"TDDD70,TDDD84,TDDD91 Obligatoriskt moment,Seminarium ⓘ (KG22)","Information till student: Dialogseminarium: obligatorisk närvaro - U06<br/>Lokal: KG22<br/>Studentgrupp: U1,U2,U3<br/>Fria grupper: <br/>Lärare: Jonathan Hjort",,True
2024-12-17,13:15,2024-12-17,17:00,"TDDD70,TDDD84,TDDD91 Obligatoriskt moment,Seminarium ⓘ (KG23)","Information till student: Dialogseminarium: obligatorisk närvaro - U08<br/>Lokal: KG23<br/>Studentgrupp: U1,U2,U3<br/>Fria grupper: <br/>Lärare: Helena Orädd",,True
2024-12-17,13:15,2024-12-17,17:00,"TDDD70,TDDD84,TDDD91 Obligatoriskt moment,Seminarium ⓘ (KG31)","Information till student: Dialogseminarium: obligatorisk närvaro - U10<br/>Lokal: KG31<br/>Studentgrupp: U1,U2,U3<br/>Fria grupper: <br/>Lärare: Aseel Berglund",,True
2024-12-17,13:15,2024-12-17,17:00,"TDDD70,TDDD84,TDDD91 Obligatoriskt moment,Seminarium ⓘ (KG32)","Information till student: Dialogseminarium: obligatorisk närvaro - U11<br/>Lokal: KG32<br/>Studentgrupp: U1,U2,U3<br/>Fria grupper: <br/>Lärare: Sonia Sangari",,True
2024-12-17,13:15,2024-12-17,17:00,"TDDD70,TDDD84,TDDD91 Obligatoriskt moment,Seminarium ⓘ (KG33)","Information till student: Dialogseminarium: obligatorisk närvaro - U09<br/>Lokal: KG33<br/>Studentgrupp: U1,U2,U3<br/>Fria grupper: <br/>Lärare: Eva Ragnemalm",,True
2024-12-17,13:15,2024-12-17,17:00,"TDDD70,TDDD84,TDDD91 Obligatoriskt moment,Seminarium ⓘ (KG34)","Information till student: Dialogseminarium: obligatorisk närvaro - U15<br/>Lokal: KG34<br/>Studentgrupp: U1,U2,U3<br/>Fria grupper: <br/>Lärare: Kristina Boström",,True
2024-12-17,13:15,2024-12-17,17:00,"TDDD70,TDDD84,TDDD91 Obligatoriskt moment,Seminarium ⓘ (KG36)","Information till student: Dialogseminarium: obligatorisk närvaro - U16<br/>Lokal: KG36<br/>Studentgrupp: U1,U2,U3<br/>Fria grupper: <br/>Lärare: Niklas Lanzén",,True
2024-12-17,13:15,2024-12-17,17:00,"TDDD70,TDDD84,TDDD91 Obligatoriskt moment,Seminarium ⓘ (KG41)","Information till student: Dialogseminarium: obligatorisk närvaro - U17<br/>Lokal: KG41<br/>Studentgrupp: U1,U2,U3<br/>Fria grupper: <br/>Lärare: August Ernstsson",,True
2024-12-17,13:15,2024-12-17,17:00,"TDDD70,TDDD84,TDDD91 Obligatoriskt moment,Seminarium ⓘ (KG42)","Information till student: Dialogseminarium: obligatorisk närvaro - U18<br/>Lokal: KG42<br/>Studentgrupp: U1,U2,U3<br/>Fria grupper: <br/>Lärare: Susanna Dahlgren",,True
2024-12-17,13:15,2024-12-17,17:00,"TDDD70,TDDD84,TDDD91 Obligatoriskt moment,Seminarium ⓘ (KG43)","Information till student: Dialogseminarium: obligatorisk närvaro - U20<br/>Lokal: KG43<br/>Studentgrupp: U1,U2,U3<br/>Fria grupper: <br/>Lärare: Hanna Müller",,True
2024-12-17,13:15,2024-12-17,17:00,"TDDD70,TDDD84,TDDD91 Obligatoriskt moment,Seminarium ⓘ (KG44)","Information till student: Dialogseminarium: obligatorisk närvaro - U19<br/>Lokal: KG44<br/>Studentgrupp: U1,U2,U3<br/>Fria grupper: <br/>Lärare: Therese Öberg",,True
2024-12-17,17:15,2024-12-17,19:00,TDDE24 Laboration (SU00),Information till student: <br/>Lokal: SU00<br/>Studentgrupp: U1<br/>Fria grupper: Grupp 60<br/>Lärare: ,,True
2024-12-17,17:15,2024-12-17,19:00,TDDE24 Laboration (SU01),Information till student: <br/>Lokal: SU01<br/>Studentgrupp: U1<br/>Fria grupper: Grupp 61<br/>Lärare: ,,True
2024-12-17,17:15,2024-12-17,19:00,TDDE24 Laboration (SU02),Information till student: <br/>Lokal: SU02<br/>Studentgrupp: U1<br/>Fria grupper: Grupp 62<br/>Lärare: ,,True
2024-12-17,17:15,2024-12-17,19:00,TDDE24 Laboration (SU03),Information till student: <br/>Lokal: SU03<br/>Studentgrupp: U1<br/>Fria grupper: Grupp 63<br/>Lärare: ,,True
2024-12-18,08:15,2024-12-18,10:00,TDDD72 Lektion (A32),"Information till student: <br/>Lokal: A32<br/>Studentgrupp: MAT3,U1<br/>Fria grupper: <br/>Lärare: Anders Märak Leffler",,True
2024-12-18,08:15,2024-12-18,10:00,TDDD72 Lektion (A36),"Information till student: <br/>Lokal: A36<br/>Studentgrupp: MAT3,U1<br/>Fria grupper: <br/>Lärare: Johannes Klaus Fichte",,True
2024-12-18,15:15,2024-12-18,17:00,TDDE24 Laboration (SU00),Information till student: <br/>Lokal: SU00<br/>Studentgrupp: U1<br/>Fria grupper: Grupp 60<br/>Lärare: ,,True
2024-12-18,15:15,2024-12-18,17:00,TDDE24 Laboration (SU01),Information till student: <br/>Lokal: SU01<br/>Studentgrupp: U1<br/>Fria grupper: Grupp 61<br/>Lärare: ,,True
2024-12-18,15:15,2024-12-18,17:00,TDDE24 Laboration (SU02),Information till student: <br/>Lokal: SU02<br/>Studentgrupp: U1<br/>Fria grupper: Grupp 62<br/>Lärare: ,,True
2024-12-18,15:15,2024-12-18,17:00,TDDE24 Laboration (SU03),Information till student: <br/>Lokal: SU03<br/>Studentgrupp: U1<br/>Fria grupper: Grupp 63<br/>Lärare: ,,True
2024-12-18,17:15,2024-12-18,19:00,"TDDE25 Laboration (SU00,SU01)","Information till student: <br/>Lokal: SU00,SU01<br/>Studentgrupp: U1<br/>Fria grupper: Storgrupp 5<br/>Lärare: Arthur Junior Nordström",,True
2024-12-18,17:15,2024-12-18,19:00,TDDE25 Laboration (SU15/16),"Information till student: <br/>Lokal: SU15/16<br/>Studentgrupp: D1,U1<br/>Fria grupper: Storgrupp 3<br/>Lärare: Thea Antonson",,True
2024-12-18,17:15,2024-12-18,19:00,TDDE25 Laboration (SU17/18),"Information till student: <br/>Lokal: SU17/18<br/>Studentgrupp: D1,U1<br/>Fria grupper: Storgrupp 4<br/>Lärare: Erik Avedal Holmsten",,True
2024-12-19,08:15,2024-12-19,10:00,TDDE24 Seminarium (KY21),"Information till student: <br/>Lokal: KY21<br/>Studentgrupp: D1,U1<br/>Fria grupper: Grupp S1<br/>Lärare: ",,True
2024-12-19,08:15,2024-12-19,10:00,TDDE24 Seminarium (KY23),"Information till student: <br/>Lokal: KY23<br/>Studentgrupp: D1,U1<br/>Fria grupper: Grupp S2<br/>Lärare: ",,True
2024-12-19,08:15,2024-12-19,10:00,TDDE24 Seminarium (KY24),"Information till student: <br/>Lokal: KY24<br/>Studentgrupp: D1,U1<br/>Fria grupper: Grupp S3<br/>Lärare: ",,True
2024-12-19,08:15,2024-12-19,10:00,TDDE24 Seminarium (KY25),"Information till student: <br/>Lokal: KY25<br/>Studentgrupp: D1,U1<br/>Fria grupper: Grupp S5<br/>Lärare: ",,True
2024-12-19,08:15,2024-12-19,10:00,TDDE24 Seminarium (KY26),"Information till student: <br/>Lokal: KY26<br/>Studentgrupp: D1,U1<br/>Fria grupper: Grupp S4<br/>Lärare: ",,True
2024-12-19,13:15,2024-12-19,15:00,TDDE25 Redovisning ⓘ (SU15/16),"Information till student: Slutdemonstration av projektet för handledaren.  Vi meddelar vilket pass man ska gå på.<br/>Lokal: SU15/16<br/>Studentgrupp: D1,U1<br/>Fria grupper: Storgrupp 3<br/>Lärare: Thea Antonson",,True
2024-12-19,13:15,2024-12-19,15:00,TDDE25 Redovisning ⓘ (SU17/18),"Information till student: Slutdemonstration av projektet för handledaren.  Vi meddelar vilket pass man ska gå på.<br/>Lokal: SU17/18<br/>Studentgrupp: D1,U1<br/>Fria grupper: Storgrupp 4<br/>Lärare: Erik Avedal Holmsten",,True
2024-12-19,13:15,2024-12-19,15:00,"TDDE25 Redovisning ⓘ (SU24,SU25)","Information till student: Slutdemonstration av projektet för handledaren.  Vi meddelar vilket pass man ska gå på.<br/>Lokal: SU24,SU25<br/>Studentgrupp: U1<br/>Fria grupper: Storgrupp 5<br/>Lärare: Arthur Junior Nordström",,True
2024-12-19,15:15,2024-12-19,17:00,TDDE25 Redovisning ⓘ (SU02),"Information till student: Slutdemonstration av projektet för handledaren.  Vi meddelar vilket pass man ska gå på.<br/>Lokal: SU02<br/>Studentgrupp: D1,U1<br/>Fria grupper: Storgrupp 3<br/>Lärare: Thea Antonson",,True
2024-12-19,15:15,2024-12-19,17:00,TDDE25 Redovisning ⓘ (SU14),"Information till student: Slutdemonstration av projektet för handledaren.  Vi meddelar vilket pass man ska gå på.<br/>Lokal: SU14<br/>Studentgrupp: D1,U1<br/>Fria grupper: Storgrupp 4<br/>Lärare: Erik Avedal Holmsten",,True
2024-12-19,15:15,2024-12-19,17:00,TDDE25 Redovisning ⓘ (SU24),Information till student: Slutdemonstration av projektet för handledaren.  Vi meddelar vilket pass man ska gå på.<br/>Lokal: SU24<br/>Studentgrupp: U1<br/>Fria grupper: Storgrupp 5<br/>Lärare: Arthur Junior Nordström,,True
2024-12-20,12:15,2024-12-20,17:00,TDDE24 Redovisning ⓘ (SU00),"Information till student: Enbart redovisning. Deadline labb 8D.<br/>Lokal: SU00<br/>Studentgrupp: U1<br/>Fria grupper: Grupp 60,Grupp 61<br/>Lärare: ",,True
2024-12-20,12:15,2024-12-20,17:00,TDDE24 Redovisning ⓘ (SU01),"Information till student: Enbart redovisning. Deadline labb 8D.<br/>Lokal: SU01<br/>Studentgrupp: U1<br/>Fria grupper: Grupp 62,Grupp 63<br/>Lärare: ",,True
